id,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
4084,FDI16,14.0,Regular,0.136051,Frozen Foods,53.564,OUT045,2002,Small,Tier 2,Supermarket Type1,802.389
4085,FDZ40,8.935,Low Fat,0.0403464,Frozen Foods,53.7298,OUT018,2009,Medium,Tier 3,Supermarket Type2,593.228
4086,FDZ40,,Low Fat,0.0703548,Frozen Foods,53.9298,OUT019,1985,Small,Tier 1,Grocery Store,766.54
4087,FDZ40,8.935,Low Fat,0.0401752,Frozen Foods,54.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,532.015
4088,FDZ40,8.935,Low Fat,0.0401493,Frozen Foods,54.3298,OUT013,1987,High,Tier 3,Supermarket Type1,519.417
4089,FDI16,14.0,Regular,0.227261,Frozen Foods,54.364,OUT010,1998,Medium,Tier 3,Grocery Store,159.792
4090,FDI16,14.0,Regular,0.135776,Frozen Foods,54.564,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92
4091,FDO04,16.6,Low Fat,0.0,Frozen Foods,54.6614,OUT017,2007,Medium,Tier 2,Supermarket Type1,884.182
4092,FDI16,14.0,Regular,0.136329,Frozen Foods,54.864,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.584
4093,FDZ40,8.935,Low Fat,0.0402452,Frozen Foods,54.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1348.24
4094,FDI16,,Regular,0.237726,Frozen Foods,54.964,OUT019,1985,Small,Tier 1,Grocery Store,231.208
4095,FDO04,16.6,Low Fat,0.0265785,Frozen Foods,55.0614,OUT049,1999,Medium,Tier 1,Supermarket Type1,1005.42
4096,FDK04,7.36,Low Fat,0.0875596,Frozen Foods,55.2588,OUT010,1998,Medium,Tier 3,Grocery Store,229.035
4097,FDS28,,Regular,0.144275,Frozen Foods,55.2588,OUT019,1985,Small,Tier 1,Grocery Store,383.011
4098,FDO04,16.6,Low Fat,0.0265151,Frozen Foods,55.2614,OUT013,1987,High,Tier 3,Supermarket Type1,981.553
4099,FDK04,7.36,Low Fat,0.0523934,Frozen Foods,55.3588,OUT049,1999,Medium,Tier 1,Supermarket Type1,440.036
4100,FDK04,,Low Fat,0.0520587,Frozen Foods,55.5588,OUT027,1985,Medium,Tier 3,Supermarket Type3,1145.18
4101,FDZ40,,Low Fat,0.0399882,Frozen Foods,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.67
4102,FDS28,8.18,Regular,0.0824016,Frozen Foods,55.9588,OUT046,1997,Small,Tier 1,Supermarket Type1,494.362
4103,FDS28,8.18,Regular,0.0825687,Frozen Foods,56.1588,OUT045,2002,Small,Tier 2,Supermarket Type1,458.07
4104,FDK04,7.36,Low Fat,0.0526079,Frozen Foods,56.3588,OUT017,2007,Medium,Tier 2,Supermarket Type1,744.364
4105,FDK04,7.36,Low Fat,0.0525251,Frozen Foods,56.4588,OUT018,2009,Medium,Tier 3,Supermarket Type2,457.09
4106,FDK04,7.36,Low Fat,0.0524181,Frozen Foods,56.5588,OUT045,2002,Small,Tier 2,Supermarket Type1,801.623
4107,FDS28,8.18,Regular,0.082386,Frozen Foods,56.6588,OUT035,2004,Small,Tier 2,Supermarket Type1,687.106
4108,FDO04,16.6,Low Fat,0.026591,Frozen Foods,56.7614,OUT045,2002,Small,Tier 2,Supermarket Type1,1036.46
4109,FDD28,10.695,Low Fat,0.0533797,Frozen Foods,56.7904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1113.22
4110,FDS28,8.18,reg,0.0825297,Frozen Foods,56.9588,OUT049,1999,Medium,Tier 1,Supermarket Type1,744.364
4111,FDO04,16.6,Low Fat,0.0265372,Frozen Foods,57.2614,OUT046,1997,Small,Tier 1,Supermarket Type1,1049.97
4112,FDD28,10.695,Low Fat,0.0532525,Frozen Foods,57.2904,OUT013,1987,High,Tier 3,Supermarket Type1,667.866
4113,FDJ16,9.195,Low Fat,0.11479,Frozen Foods,57.3246,OUT013,1987,High,Tier 3,Supermarket Type1,553.455
4114,FDS28,8.18,Regular,0.0827373,Frozen Foods,57.3588,OUT018,2009,Medium,Tier 3,Supermarket Type2,343.553
4115,FDD28,10.695,Low Fat,0.0,Frozen Foods,57.8904,OUT035,2004,Small,Tier 2,Supermarket Type1,656.286
4116,FDK04,7.36,Low Fat,0.0523021,Frozen Foods,57.9588,OUT035,2004,Small,Tier 2,Supermarket Type1,456.437
4117,FDD28,10.695,Low Fat,0.053405,Frozen Foods,57.9904,OUT045,2002,Small,Tier 2,Supermarket Type1,682.228
4118,FDJ16,9.195,Low Fat,0.115119,Frozen Foods,58.1246,OUT045,2002,Small,Tier 2,Supermarket Type1,561.178
4119,FDS28,8.18,Regular,0.082333,Frozen Foods,58.1588,OUT013,1987,High,Tier 3,Supermarket Type1,343.553
4120,FDK04,7.36,Low Fat,0.052312,Frozen Foods,58.5588,OUT046,1997,Small,Tier 1,Supermarket Type1,801.623
4121,FDS28,8.18,Regular,0.0828677,Frozen Foods,58.5588,OUT017,2007,Medium,Tier 2,Supermarket Type1,171.776
4122,FDJ16,9.195,Low Fat,0.115064,Frozen Foods,58.6246,OUT049,1999,Medium,Tier 1,Supermarket Type1,868.869
4123,FDD28,,Low Fat,0.0933159,Frozen Foods,58.7904,OUT019,1985,Small,Tier 1,Grocery Store,630.015
4124,FDE29,8.905,LF,0.143129,Frozen Foods,58.8878,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.17
4125,FDJ16,9.195,Low Fat,0.115354,Frozen Foods,58.9246,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.794
4126,FDJ16,9.195,LF,0.114864,Frozen Foods,59.0246,OUT035,2004,Small,Tier 2,Supermarket Type1,1853.59
4127,FDD28,10.695,Low Fat,0.053514,Frozen Foods,59.1904,OUT018,2009,Medium,Tier 3,Supermarket Type2,671.024
4128,FDK04,7.36,Low Fat,0.0,Frozen Foods,59.2588,OUT013,1987,High,Tier 3,Supermarket Type1,466.675
4129,FDS28,,Regular,0.0820026,Frozen Foods,59.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,1374.21
4130,FDY52,,Low Fat,0.0128659,Frozen Foods,59.3536,OUT019,1985,Small,Tier 1,Grocery Store,122.507
4131,FDJ16,,Low Fat,0.114329,Frozen Foods,59.4246,OUT027,1985,Medium,Tier 3,Supermarket Type3,519.767
4132,FDJ16,9.195,Low Fat,0.115535,Frozen Foods,59.5246,OUT017,2007,Medium,Tier 2,Supermarket Type1,810.944
4133,FDD28,,Low Fat,0.0530388,Frozen Foods,59.5904,OUT027,1985,Medium,Tier 3,Supermarket Type3,1640.53
4134,FDJ16,9.195,Low Fat,0.114886,Frozen Foods,59.6246,OUT046,1997,Small,Tier 1,Supermarket Type1,1100.57
4135,FDD28,10.695,Low Fat,0.0532969,Frozen Foods,59.6904,OUT046,1997,Small,Tier 1,Supermarket Type1,937.446
4136,FDY52,6.365,Low Fat,0.0,Frozen Foods,59.7536,OUT017,2007,Medium,Tier 2,Supermarket Type1,980.058
4137,FDY52,6.365,Low Fat,0.00734217,Frozen Foods,59.9536,OUT013,1987,High,Tier 3,Supermarket Type1,980.058
4138,FDH52,9.42,Regular,0.0440819,Frozen Foods,60.1194,OUT018,2009,Medium,Tier 3,Supermarket Type2,622.957
4139,FDY52,6.365,Low Fat,0.00735971,Frozen Foods,60.1536,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.029
4140,FDH52,,Regular,0.0436905,Frozen Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.74
4141,FDE29,8.905,LF,0.143712,Frozen Foods,60.2878,OUT018,2009,Medium,Tier 3,Supermarket Type2,1151.17
4142,FDE29,8.905,Low Fat,0.143939,Frozen Foods,60.3878,OUT017,2007,Medium,Tier 2,Supermarket Type1,570.019
4143,FDE29,8.905,Low Fat,0.239569,Frozen Foods,60.4878,OUT010,1998,Medium,Tier 3,Grocery Store,592.508
4144,FDE29,8.905,Low Fat,0.143102,Frozen Foods,60.5878,OUT035,2004,Small,Tier 2,Supermarket Type1,588.092
4145,FDD28,10.695,Low Fat,0.0,Frozen Foods,60.5904,OUT017,2007,Medium,Tier 2,Supermarket Type1,410.133
4146,FDH52,9.42,Regular,0.0,Frozen Foods,61.3194,OUT049,1999,Medium,Tier 1,Supermarket Type1,618.063
4147,FDZ04,9.31,Low Fat,0.0380321,Frozen Foods,61.351,OUT045,2002,Small,Tier 2,Supermarket Type1,822.263
4148,FDY52,6.365,Low Fat,0.00737822,Frozen Foods,61.3536,OUT018,2009,Medium,Tier 3,Supermarket Type2,417.852
4149,FDE29,8.905,Low Fat,0.143419,Frozen Foods,61.4878,OUT045,2002,Small,Tier 2,Supermarket Type1,1151.17
4150,FDH52,9.42,Regular,0.0441514,Frozen Foods,61.5194,OUT017,2007,Medium,Tier 2,Supermarket Type1,866.872
4151,FDZ04,9.31,low fat,0.0379235,Frozen Foods,61.651,OUT013,1987,High,Tier 3,Supermarket Type1,379.506
4152,FDZ04,9.31,Low Fat,0.0381097,Frozen Foods,61.651,OUT018,2009,Medium,Tier 3,Supermarket Type2,625.628
4153,FDE29,8.905,Low Fat,0.14301,Frozen Foods,61.6878,OUT013,1987,High,Tier 3,Supermarket Type1,1029.99
4154,FDP04,,Low Fat,0.0137459,Frozen Foods,62.0168,OUT027,1985,Medium,Tier 3,Supermarket Type3,1534.0
4155,FDE29,8.905,Low Fat,0.143352,Frozen Foods,62.0878,OUT049,1999,Medium,Tier 1,Supermarket Type1,302.939
4156,FDH52,9.42,Regular,0.0439031,Frozen Foods,62.1194,OUT046,1997,Small,Tier 1,Supermarket Type1,614.423
4157,FDH52,,Regular,0.0768687,Frozen Foods,62.1194,OUT019,1985,Small,Tier 1,Grocery Store,123.839
4158,FDZ04,9.31,Low Fat,0.0379551,Frozen Foods,62.151,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.77
4159,FDH52,9.42,Regular,0.0438948,Frozen Foods,62.2194,OUT035,2004,Small,Tier 2,Supermarket Type1,638.856
4160,FDZ04,9.31,Low Fat,0.0380141,Frozen Foods,62.351,OUT049,1999,Medium,Tier 1,Supermarket Type1,822.263
4161,FDE29,,Low Fat,0.142436,Frozen Foods,62.3878,OUT027,1985,Medium,Tier 3,Supermarket Type3,1514.69
4162,FDP04,15.35,Low Fat,0.0138102,Frozen Foods,62.4168,OUT035,2004,Small,Tier 2,Supermarket Type1,1053.91
4163,FDP04,15.35,Low Fat,0.013869,Frozen Foods,62.5168,OUT018,2009,Medium,Tier 3,Supermarket Type2,447.418
4164,FDY52,6.365,Low Fat,0.0122995,Frozen Foods,62.5536,OUT010,1998,Medium,Tier 3,Grocery Store,437.969
4165,FDY52,6.365,Low Fat,0.0,Frozen Foods,62.5536,OUT035,2004,Small,Tier 2,Supermarket Type1,433.987
4166,FDP04,15.35,Low Fat,0.0138342,Frozen Foods,62.7168,OUT049,1999,Medium,Tier 1,Supermarket Type1,958.752
4167,FDY52,6.365,Low Fat,0.00734829,Frozen Foods,62.8536,OUT046,1997,Small,Tier 1,Supermarket Type1,796.297
4168,FDY52,,Low Fat,0.0073127,Frozen Foods,63.1536,OUT027,1985,Medium,Tier 3,Supermarket Type3,8636.15
4169,FDY52,6.365,Low Fat,0.00736319,Frozen Foods,63.2536,OUT045,2002,Small,Tier 2,Supermarket Type1,1225.07
4170,FDH52,9.42,Regular,0.0439921,Frozen Foods,63.3194,OUT045,2002,Small,Tier 2,Supermarket Type1,632.257
4171,FDH52,9.42,Regular,0.0438666,Frozen Foods,63.4194,OUT013,1987,High,Tier 3,Supermarket Type1,645.204
4172,FDH52,9.42,Regular,0.0734848,Frozen Foods,63.6194,OUT010,1998,Medium,Tier 3,Grocery Store,647.238
4173,FDZ04,9.31,Low Fat,0.063529,Frozen Foods,63.751,OUT010,1998,Medium,Tier 3,Grocery Store,126.502
4174,FDZ04,9.31,Low Fat,0.0379479,Frozen Foods,63.751,OUT035,2004,Small,Tier 2,Supermarket Type1,641.004
4175,FDP04,,Low Fat,0.0241844,Frozen Foods,64.2168,OUT019,1985,Small,Tier 1,Grocery Store,2655.3
4176,FDP04,15.35,Low Fat,0.0138013,Frozen Foods,64.3168,OUT013,1987,High,Tier 3,Supermarket Type1,1076.12
4177,FDZ04,9.31,Low Fat,0.0381698,Frozen Foods,64.551,OUT017,2007,Medium,Tier 2,Supermarket Type1,1581.28
4178,FDP04,15.35,Low Fat,0.0138128,Frozen Foods,64.7168,OUT046,1997,Small,Tier 1,Supermarket Type1,1022.67
4179,FDZ04,,Low Fat,0.0377713,Frozen Foods,64.951,OUT027,1985,Medium,Tier 3,Supermarket Type3,1719.59
4180,FDP04,15.35,Low Fat,0.0138909,Frozen Foods,65.2168,OUT017,2007,Medium,Tier 2,Supermarket Type1,1081.16
4181,FDP04,15.35,Low Fat,0.0138408,Frozen Foods,65.2168,OUT045,2002,Small,Tier 2,Supermarket Type1,958.752
4182,FDV40,,Low Fat,0.0,Frozen Foods,71.9038,OUT027,1985,Medium,Tier 3,Supermarket Type3,3595.19
4183,FDV40,17.35,Low Fat,0.0,Frozen Foods,72.2038,OUT017,2007,Medium,Tier 2,Supermarket Type1,886.846
4184,FDD16,20.5,Low Fat,0.0363462,Frozen Foods,72.9696,OUT035,2004,Small,Tier 2,Supermarket Type1,596.557
4185,FDV40,17.35,Low Fat,0.0147216,Frozen Foods,73.1038,OUT045,2002,Small,Tier 2,Supermarket Type1,886.846
4186,FDD16,20.5,Low Fat,0.0364268,Frozen Foods,73.4696,OUT045,2002,Small,Tier 2,Supermarket Type1,1611.56
4187,FDM16,,Regular,0.0333929,Frozen Foods,73.5354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2202.13
4188,FDV40,17.35,Low Fat,0.0146796,Frozen Foods,73.6038,OUT013,1987,High,Tier 3,Supermarket Type1,739.038
4189,FDM16,8.155,Regular,0.0337452,Frozen Foods,73.6354,OUT017,2007,Medium,Tier 2,Supermarket Type1,660.546
4190,FDM16,8.155,Regular,0.0335491,Frozen Foods,73.7354,OUT035,2004,Small,Tier 2,Supermarket Type1,637.391
4191,FDM16,8.155,Regular,0.0335275,Frozen Foods,74.0354,OUT013,1987,High,Tier 3,Supermarket Type1,646.022
4192,FDI05,8.35,reg,0.126846,Frozen Foods,74.0354,OUT035,2004,Small,Tier 2,Supermarket Type1,680.015
4193,FDV40,17.35,Low Fat,0.0146918,Frozen Foods,74.1038,OUT046,1997,Small,Tier 1,Supermarket Type1,960.749
4194,FDV40,17.35,Low Fat,0.0147516,Frozen Foods,74.2038,OUT018,2009,Medium,Tier 3,Supermarket Type2,1403.31
4195,FDM16,8.155,Regular,0.0336076,Frozen Foods,74.2354,OUT049,1999,Medium,Tier 1,Supermarket Type1,653.821
4196,FDI05,8.35,Regular,0.126764,Frozen Foods,74.2354,OUT013,1987,High,Tier 3,Supermarket Type1,669.455
4197,FDI05,8.35,Regular,0.12687,Frozen Foods,74.4354,OUT046,1997,Small,Tier 1,Supermarket Type1,1128.53
4198,FDI05,,Regular,0.222133,Frozen Foods,74.4354,OUT019,1985,Small,Tier 1,Grocery Store,335.095
4199,FDV40,17.35,Low Fat,0.014689,Frozen Foods,74.5038,OUT035,2004,Small,Tier 2,Supermarket Type1,739.038
4200,FDM16,8.155,Regular,0.0335554,Frozen Foods,74.7354,OUT046,1997,Small,Tier 1,Supermarket Type1,1655.18
4201,FDD16,20.5,Low Fat,0.0364096,Frozen Foods,74.7696,OUT049,1999,Medium,Tier 1,Supermarket Type1,1624.74
4202,FDD16,,Low Fat,0.0636496,Frozen Foods,74.7696,OUT019,1985,Small,Tier 1,Grocery Store,74.5696
4203,FDD16,,Low Fat,0.0361771,Frozen Foods,74.7696,OUT027,1985,Medium,Tier 3,Supermarket Type3,2066.77
4204,FDV40,17.35,Low Fat,0.024591,Frozen Foods,74.8038,OUT010,1998,Medium,Tier 3,Grocery Store,1414.65
4205,FDC41,15.6,Low Fat,0.11715,Frozen Foods,75.067,OUT045,2002,Small,Tier 2,Supermarket Type1,1253.02
4206,FDD16,20.5,Low Fat,0.0608476,Frozen Foods,75.0696,OUT010,1998,Medium,Tier 3,Grocery Store,149.139
4207,FDD16,20.5,Low Fat,0.0365587,Frozen Foods,75.3696,OUT017,2007,Medium,Tier 2,Supermarket Type1,1622.33
4208,FDV40,17.35,Low Fat,0.0147146,Frozen Foods,75.4038,OUT049,1999,Medium,Tier 1,Supermarket Type1,1386.75
4209,FDI05,8.35,Regular,0.127127,Frozen Foods,75.4354,OUT045,2002,Small,Tier 2,Supermarket Type1,680.276
4210,FDM16,8.155,Regular,0.0336234,Frozen Foods,75.5354,OUT045,2002,Small,Tier 2,Supermarket Type1,671.43
4211,FDC41,15.6,Low Fat,0.116816,Frozen Foods,75.567,OUT013,1987,High,Tier 3,Supermarket Type1,1684.47
4212,FDC41,15.6,Low Fat,0.11739,Frozen Foods,75.567,OUT018,2009,Medium,Tier 3,Supermarket Type2,1261.36
4213,FDC41,15.6,Low Fat,0.117575,Frozen Foods,75.667,OUT017,2007,Medium,Tier 2,Supermarket Type1,1301.64
4214,FDC41,15.6,Low Fat,0.116891,Frozen Foods,75.767,OUT035,2004,Small,Tier 2,Supermarket Type1,1264.7
4215,FDD16,20.5,Low Fat,0.0365012,Frozen Foods,75.8696,OUT018,2009,Medium,Tier 3,Supermarket Type2,1648.65
4216,FDD16,20.5,Low Fat,0.0363531,Frozen Foods,75.8696,OUT046,1997,Small,Tier 1,Supermarket Type1,2386.23
4217,FDM16,8.155,Regular,0.0336921,Frozen Foods,76.2354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1279.0
4218,FDI05,8.35,Regular,0.127387,Frozen Foods,76.4354,OUT018,2009,Medium,Tier 3,Supermarket Type2,689.294
4219,FDI05,8.35,Regular,0.127587,Frozen Foods,76.5354,OUT017,2007,Medium,Tier 2,Supermarket Type1,1805.65
4220,FDI05,8.35,Regular,0.127067,Frozen Foods,76.5354,OUT049,1999,Medium,Tier 1,Supermarket Type1,1655.18
4221,FDD16,20.5,Low Fat,0.0363228,Frozen Foods,76.5696,OUT013,1987,High,Tier 3,Supermarket Type1,1695.25
4222,FDI05,,Regular,0.126255,Frozen Foods,76.8354,OUT027,1985,Medium,Tier 3,Supermarket Type3,608.571
4223,FDC41,,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701
4224,FDC41,,Low Fat,0.116347,Frozen Foods,76.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.71
4225,FDC41,15.6,Low Fat,0.195689,Frozen Foods,77.367,OUT010,1998,Medium,Tier 3,Grocery Store,153.134
4226,FDI28,14.3,Low Fat,0.0263217,Frozen Foods,77.6302,OUT046,1997,Small,Tier 1,Supermarket Type1,950.762
4227,FDI28,14.3,Low Fat,0.0440571,Frozen Foods,77.9302,OUT010,1998,Medium,Tier 3,Grocery Store,1170.12
4228,FDC41,15.6,Low Fat,0.117095,Frozen Foods,78.067,OUT049,1999,Medium,Tier 1,Supermarket Type1,1148.51
4229,FDI28,14.3,Low Fat,0.0263167,Frozen Foods,78.1302,OUT035,2004,Small,Tier 2,Supermarket Type1,1173.12
4230,FDC41,15.6,Low Fat,0.116913,Frozen Foods,78.167,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.61
4231,FDI28,14.3,Low Fat,0.0264289,Frozen Foods,78.2302,OUT018,2009,Medium,Tier 3,Supermarket Type2,554.611
4232,FDI28,14.3,Low Fat,0.0263626,Frozen Foods,78.3302,OUT049,1999,Medium,Tier 1,Supermarket Type1,1267.68
4233,FDR40,,Regular,0.00799548,Frozen Foods,78.5618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.73
4234,FDR40,9.1,Regular,0.00804688,Frozen Foods,78.7618,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.809
4235,FDI28,,Low Fat,0.0261942,Frozen Foods,79.0302,OUT027,1985,Medium,Tier 3,Supermarket Type3,1901.52
4236,FDR40,9.1,Regular,0.00803287,Frozen Foods,79.1618,OUT035,2004,Small,Tier 2,Supermarket Type1,763.595
4237,FDH40,11.6,Regular,0.0792511,Frozen Foods,79.2276,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.821
4238,FDH40,,Regular,0.0785474,Frozen Foods,79.3276,OUT027,1985,Medium,Tier 3,Supermarket Type3,1380.87
4239,FDI28,14.3,Low Fat,0.0262998,Frozen Foods,79.4302,OUT013,1987,High,Tier 3,Supermarket Type1,1743.06
4240,FDI28,14.3,Low Fat,0.0263751,Frozen Foods,79.6302,OUT045,2002,Small,Tier 2,Supermarket Type1,792.302
4241,FDH40,11.6,Regular,0.0789296,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.19
4242,FDR40,9.1,Regular,0.00806712,Frozen Foods,79.9618,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.588
4243,FDR40,,reg,0.0140672,Frozen Foods,80.0618,OUT019,1985,Small,Tier 1,Grocery Store,5691.39
4244,FDH40,11.6,Regular,0.0790896,Frozen Foods,80.3276,OUT045,2002,Small,Tier 2,Supermarket Type1,978.39
4245,FDI28,14.3,Low Fat,0.0264706,Frozen Foods,80.8302,OUT017,2007,Medium,Tier 2,Supermarket Type1,1213.67
4246,FDH53,20.5,Regular,0.0192296,Frozen Foods,80.9592,OUT049,1999,Medium,Tier 1,Supermarket Type1,1809.03
4247,FDR40,9.1,Regular,0.0080277,Frozen Foods,81.1618,OUT013,1987,High,Tier 3,Supermarket Type1,2255.73
4248,FDH40,11.6,Regular,0.079376,Frozen Foods,81.7276,OUT017,2007,Medium,Tier 2,Supermarket Type1,1949.46
4249,FDR40,9.1,Regular,0.00807983,Frozen Foods,81.7618,OUT017,2007,Medium,Tier 2,Supermarket Type1,788.674
4250,FDO16,5.48,Low Fat,0.0151388,Frozen Foods,81.925,OUT045,2002,Small,Tier 2,Supermarket Type1,3079.32
4251,FDR40,9.1,Regular,0.0,Frozen Foods,81.9618,OUT045,2002,Small,Tier 2,Supermarket Type1,783.145
4252,FDU16,19.25,Regular,0.0582641,Frozen Foods,81.9908,OUT035,2004,Small,Tier 2,Supermarket Type1,1720.37
4253,FDU16,19.25,Regular,0.0582751,Frozen Foods,82.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,1677.1
4254,FDU16,19.25,Regular,0.0583657,Frozen Foods,82.1908,OUT049,1999,Medium,Tier 1,Supermarket Type1,2432.83
4255,FDO16,5.48,Low Fat,0.0151697,Frozen Foods,82.225,OUT018,2009,Medium,Tier 3,Supermarket Type2,2247.07
4256,FDH40,11.6,Regular,0.132112,Frozen Foods,82.2276,OUT010,1998,Medium,Tier 3,Grocery Store,243.683
4257,FDO16,5.48,Low Fat,0.0150956,Frozen Foods,82.325,OUT013,1987,High,Tier 3,Supermarket Type1,478.209
4258,FDH40,11.6,Regular,0.0790523,Frozen Foods,82.3276,OUT049,1999,Medium,Tier 1,Supermarket Type1,1031.4
4259,FDR40,9.1,Regular,0.00803439,Frozen Foods,82.5618,OUT046,1997,Small,Tier 1,Supermarket Type1,818.93
4260,FDU16,19.25,Regular,0.0,Frozen Foods,82.5908,OUT045,2002,Small,Tier 2,Supermarket Type1,922.799
4261,FDH53,,Regular,0.0191068,Frozen Foods,82.6592,OUT027,1985,Medium,Tier 3,Supermarket Type3,4326.18
4262,FDH53,20.5,Regular,0.0192387,Frozen Foods,82.7592,OUT045,2002,Small,Tier 2,Supermarket Type1,1866.22
4263,FDO16,5.48,Low Fat,0.0151937,Frozen Foods,82.825,OUT017,2007,Medium,Tier 2,Supermarket Type1,499.269
4264,FDH53,20.5,Regular,0.0192779,Frozen Foods,82.8592,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.74
4265,FDH53,20.5,Regular,0.0,Frozen Foods,82.8592,OUT035,2004,Small,Tier 2,Supermarket Type1,908.151
4266,FDO16,5.48,Low Fat,0.0151317,Frozen Foods,83.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.82
4267,FDH40,11.6,Regular,0.0789146,Frozen Foods,83.1276,OUT035,2004,Small,Tier 2,Supermarket Type1,1012.49
4268,FDH40,,Regular,0.138195,Frozen Foods,83.1276,OUT019,1985,Small,Tier 1,Grocery Store,601.522
4269,FDE41,9.195,Regular,0.0643763,Frozen Foods,83.1566,OUT017,2007,Medium,Tier 2,Supermarket Type1,1099.24
4270,FDH40,11.6,Regular,0.0788639,Frozen Foods,83.2276,OUT013,1987,High,Tier 3,Supermarket Type1,1543.32
4271,FDH53,20.5,Regular,0.0,Frozen Foods,83.2592,OUT017,2007,Medium,Tier 2,Supermarket Type1,1155.83
4272,FDK41,14.3,Low Fat,0.128061,Frozen Foods,83.3224,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.83
4273,FDO16,5.48,Low Fat,0.025288,Frozen Foods,83.325,OUT010,1998,Medium,Tier 3,Grocery Store,416.125
4274,FDE41,9.195,Regular,0.0640142,Frozen Foods,83.3566,OUT046,1997,Small,Tier 1,Supermarket Type1,1437.46
4275,FDK41,14.3,Low Fat,0.128263,Frozen Foods,83.4224,OUT017,2007,Medium,Tier 2,Supermarket Type1,681.779
4276,FDK41,14.3,Low Fat,0.1278,Frozen Foods,83.6224,OUT045,2002,Small,Tier 2,Supermarket Type1,852.224
4277,FDE41,,Regular,0.0637042,Frozen Foods,83.6566,OUT027,1985,Medium,Tier 3,Supermarket Type3,1313.2
4278,FDO16,5.48,Low Fat,0.0151082,Frozen Foods,83.725,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15
4279,FDE41,,reg,0.0,Frozen Foods,83.7566,OUT019,1985,Small,Tier 1,Grocery Store,253.67
4280,FDH53,20.5,Regular,0.0191838,Frozen Foods,83.7592,OUT013,1987,High,Tier 3,Supermarket Type1,1403.51
4281,FDH53,20.5,Regular,0.0321364,Frozen Foods,83.9592,OUT010,1998,Medium,Tier 3,Grocery Store,165.118
4282,FDO16,,Low Fat,0.015035,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type3,5588.61
4283,FDU16,19.25,Regular,0.0585125,Frozen Foods,84.2908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1784.86
4284,FDH53,20.5,Regular,0.0191997,Frozen Foods,84.3592,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.3
4285,FDO16,5.48,Low Fat,0.0151053,Frozen Foods,84.625,OUT035,2004,Small,Tier 2,Supermarket Type1,505.482
4286,FDU16,,Regular,0.0579929,Frozen Foods,84.8908,OUT027,1985,Medium,Tier 3,Supermarket Type3,1463.81
4287,FDK41,14.3,Low Fat,0.213479,Frozen Foods,84.9224,OUT010,1998,Medium,Tier 3,Grocery Store,1275.11
4288,FDK41,14.3,Low Fat,0.127542,Frozen Foods,84.9224,OUT046,1997,Small,Tier 1,Supermarket Type1,1193.11
4289,FDN52,9.395,Regular,0.13146,Frozen Foods,85.2198,OUT013,1987,High,Tier 3,Supermarket Type1,880.704
4290,FDN52,9.395,Regular,0.131837,Frozen Foods,85.2198,OUT045,2002,Small,Tier 2,Supermarket Type1,864.691
4291,FDU16,19.25,Regular,0.0582266,Frozen Foods,85.2908,OUT013,1987,High,Tier 3,Supermarket Type1,671.126
4292,FDN52,9.395,Regular,0.132106,Frozen Foods,85.3198,OUT018,2009,Medium,Tier 3,Supermarket Type2,881.737
4293,FDK41,,Low Fat,0.223309,Frozen Foods,85.5224,OUT019,1985,Small,Tier 1,Grocery Store,382.978
4294,FDE41,9.195,Regular,0.0640021,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.123
